ad_id,asin
440487868478422.00,B0BSLTV9
440659026339941.00,B0BRCYK4
440992384600903.00,B0BNL5FV
442030960143893.00,B0BG2PD3
442300041570862.00,B09MR2FY
444821992997947.00,B09MR5Q6
446717323543481.00,B0BNL117
449422951068361.00,B0BRCYJ3
449828028509681.00,B0BRCYQN
451549530507643.00,B09MR4G7
452058613768050.00,B0BSLVXH
452564307831193.00,B0BNL23M
454881386564447.00,B0BRCX2K
455970573359678.00,B0BG2T78
456250761879403.00,B09KF1P3
457718208821762.00,B0BNL3J3
458730942499846.00,B0BRCYV7
460248479216742.00,B0BNLBQN
460676967790402.00,B09MR3XT
462346272700093.00,B09MR3Y2
462624696717327.00,B0BRCW2B
465131961653571.00,B0BRCYV7
468695160641840.00,B0BNKZKG
469265098847197.00,B0B69C4G
470918290917610.00,B09KDZQJ
472120206366984.00,B0BNL5N2
473718258220404.00,B0BRCYJ3
474176244253652.00,B0BNL3Y4
474190732743566.00,B0BRCY8Q
474616741768746.00,B0BSLTZV
475269523297943.00,B0BRCXQR
476255525051642.00,B0BRCXJR
478169882897575.00,B0BNL5N2
482022634147279.00,B0BNL4S7
482100168509022.00,B09KDYY3
482195876178195.00,B0BNL4HP
483457753071783.00,B0BNL4L4
485606657213338.00,B0B31SVP
485815707518754.00,B09X1HV1
487148767034605.00,B09KTMLQ
488066190573578.00,B0BNL43X
489073584197177.00,B0BNL2DX
490043928933643.00,B09MR4B1
493438633122800.00,B09KDRMR
494615593166170.00,B09X1GMW
495055795413186.00,B0BNL4NX
495899363280516.00,B0BNL4CB
496290884550113.00,B0BRCYQN
497717287187410.00,B09KDZQJ
499072731079756.00,B0BNKYW3
499869106744207.00,B09KDN7P
500274073665260.00,B0BNKZ5S
500429638686809.00,B0BRCYJ4
500637091117053.00,B0B69SF1
501114238706127.00,B0BNL3L7
502014679250860.00,B0BNKZBJ
502438130152901.00,B0BSLTZV
504196800565239.00,B0BNL5HY
504571330155728.00,B09KDVXT
504652423529552.00,B09MR36M
504805234776675.00,B0BRCXJ1
505481188300965.00,B0BRCXXB
506190948539748.00,B09MR56Q
506685814940182.00,B0BNKZFZ
506751427269315.00,B0B31Y1F
508786656292608.00,B09MR6BM
509083791540109.00,B0BNKZFZ
512708603605859.00,B09KDYY3
513134168157594.00,B0B31R1Z
514461882545626.00,B0BRCYV7
514760812897103.00,B09MR4B1
515078539100860.00,B0B31SM3
516436748859241.00,B0B69DK8
517369153925688.00,B0BNL43X
519214490612485.00,B0BRCXP7
520822136507588.00,B09KTFXX
521171487964488.00,B0BNL53H
521230833227264.00,B0BNL1MQ
521422872717569.00,B0BNL5CJ
521812142290345.00,B09KDQ2B
522240089951350.00,B09KTJRH
522788618094020.00,B09KDPXY
523801983444853.00,B0BNL5LT
525349392047472.00,B0BNL5BK
526701940056980.00,B0BRCXJR
527014058792413.00,B0BNL2VK
530418416845500.00,B0BNL3YY
530476933489759.00,B0BG2PD3
532195428435596.00,B0BRCYK4
533779112661142.00,B09KF1P3
534537945607471.00,B0BNLBQN
534834533902739.00,B0BNL5BK
536341636698813.00,B0BRCXQR
537129109394603.00,B0BRCYJ3
537495400848654.00,B0BNL2Z6
537542440130269.00,B09KDTS4
538834641751175.00,B0BNKYZD
539416704429914.00,B0BSLWJK
542694966359181.00,B0BSLWJK
543151482517359.00,B0BRCYK4
543273109325877.00,B0BRCXXB
545486916669212.00,B0B31T1X
545903967484829.00,B0B69DK8
545983449163951.00,B0B69GN5
547181459226878.00,B0BRCXP7
547737554647367.00,B09KDN7P
549862951930232.00,B0BRCXQM
550042799281949.00,B09X1F8C
551086906519872.00,B0BRCXQR
551339125469000.00,B0B31R1Z
552563693943883.00,B09X1F8C
552702805440911.00,B09KTMLQ
554709688331470.00,B09MR2FY
556467571093564.00,B0BNL4VP
557700837265816.00,B0BNL5HY
557952502774362.00,B0BT4YQS
558807204212642.00,B0BG2Z8C
558920978851527.00,B0BNKZCJ
559001116248204.00,B0BG2PD3
559432869979576.00,B0B31SM3
559939269344700.00,B09X1GMW
560743433840830.00,B09KF1P3
561399337905312.00,B0BNL4HP
562533259835057.00,B0BT51ZH
